region,state,region_key,time,temp_avg,rain_total,humidity_avg,rain_variance,max_temp,max_temp_3d,max_rain_1d,dry_spell_days,temp_lag_7,rain_lag_14,pH,N,P,K,N_class,P_class,K_class,soil_health_index,irrigation_index,rotation_score,fertility_class,state_context,region_context,target_month,target_season,time_step_missing,climate_gap_filled,soil_imputed,geo_confidence,data_confidence,crop_prob_arcanut_processed,crop_prob_arecanut,crop_prob_arhar_tur,crop_prob_banana,crop_prob_black_pepper,crop_prob_cardamom,crop_prob_cashewnut,crop_prob_castor_seed,crop_prob_coconut,crop_prob_cond_spcs_other,crop_prob_coriander,crop_prob_cotton_lint,crop_prob_dry_chillies,crop_prob_dry_ginger,crop_prob_garlic,crop_prob_ginger,crop_prob_gram,crop_prob_groundnut,crop_prob_guar_seed,crop_prob_jowar,crop_prob_maize,crop_prob_mango,crop_prob_mesta,crop_prob_onion,crop_prob_other_fresh_fruits,crop_prob_other_oilseeds,crop_prob_other_vegetables,crop_prob_pineapple,crop_prob_potato,crop_prob_ragi,crop_prob_rapeseed_and_mustard,crop_prob_sannhamp,crop_prob_sesamum,crop_prob_small_millets,crop_prob_sugarcane,crop_prob_sunflower,crop_prob_sweet_potato,crop_prob_tapioca,crop_prob_tobacco,crop_prob_turmeric,crop_prob_wheat
Dantewada,Chhattisgarh,chhattisgarh__dantewada,2019-08,24.774838709677415,215.338188355,90.69870967741934,397.7186218561463,25.87,25.776666666666667,86.69022388,15,25.677419354838705,99.082061353,6.0,379.38,18.99,191.46,medium,medium,medium,73.02,0.6205,0.7993,medium,chhattisgarh,chhattisgarh__dantewada,08,kharif,0,0,0,1.0,1.0,0.0,0.0,0.0,0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.29,0.0,0.0,0.01,0.0,0.0,0.0,0.085,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.265,0.0,0.0,0.135,0.0
Durg,Chhattisgarh,chhattisgarh__durg,2018-07,26.66612903225806,28.192606282000003,83.75548387096775,22.929588966251643,29.46,28.87333333333333,27.11638737,15,30.872333333333334,1.654742445,6.792000000000001,337.3,18.49,196.13,medium,medium,medium,73.14,0.6782,0.7961,medium,chhattisgarh,chhattisgarh__durg,07,kharif,0,0,1,1.0,0.9375,0.0,0.0,0.0,0.085533262935586,0.0,0.0,0.0,0.0,0.0,0.0,0.0021119324181626,0.3189017951425554,0.0211193241816261,0.0,0.0,0.0042238648363252,0.0,0.0,0.0,0.027455121436114,0.0,0.0,0.0,0.0147835269271383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4878563885955649,0.0,0.0380147835269271,0.0,0.0,0.0,0.0
Kondagaon,Chhattisgarh,chhattisgarh__kondagaon,2021-05,29.85548387096774,53.500724539,52.08354838709676,43.05562285891634,31.79,31.78,29.02618277,19,29.771666666666665,9.498837844,6.792000000000001,337.3,18.49,196.13,medium,medium,medium,73.14,0.7682,0.7574,medium,chhattisgarh,chhattisgarh__kondagaon,05,zaid,0,0,1,1.0,0.9375,0.0,0.0,0.0,0.0422222222222222,0.0,0.0,0.0,0.0,0.0755555555555555,0.0,0.0111111111111111,0.0,0.3155555555555555,0.0,0.0,0.0755555555555555,0.0,0.0,0.0,0.0688888888888888,0.0,0.0,0.0,0.0866666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0622222222222222,0.1822222222222222,0.0,0.0,0.06,0.0
Korba,Chhattisgarh,chhattisgarh__korba,2018-07,27.138709677419357,0.0,84.0358064516129,0.0,29.57,29.396666666666665,0.0,31,31.51933333333333,0.0,7.2,551.73,22.54,233.8,medium,medium,medium,86.05,0.7986,0.8751,medium,chhattisgarh,chhattisgarh__korba,07,kharif,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0016181229773462,0.0,0.0,0.0,0.0,0.0,0.0,0.0614886731391585,0.0,0.2864077669902912,0.0,0.029126213592233,0.0129449838187702,0.0,0.0,0.0,0.3171521035598705,0.0,0.0,0.0,0.2006472491909385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016181229773462,0.0695792880258899,0.0,0.0,0.0194174757281553,0.0
Korba,Chhattisgarh,chhattisgarh__korba,2018-11,21.52966666666667,0.0,59.873666666666665,0.0,24.52,24.206666666666667,0.0,30,24.06903225806452,0.0,7.2,551.73,22.54,233.8,medium,medium,medium,86.05,0.8243,0.8456,medium,chhattisgarh,chhattisgarh__korba,11,rabi,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0016181229773462,0.0,0.0,0.0,0.0,0.0,0.0,0.0614886731391585,0.0,0.2864077669902912,0.0,0.029126213592233,0.0129449838187702,0.0,0.0,0.0,0.3171521035598705,0.0,0.0,0.0,0.2006472491909385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016181229773462,0.0695792880258899,0.0,0.0,0.0194174757281553,0.0
Korba,Chhattisgarh,chhattisgarh__korba,2021-04,31.714333333333336,0.0,17.572,0.0,34.08,33.809999999999995,0.0,30,27.50774193548387,0.0,7.2,551.73,22.54,233.8,medium,medium,medium,86.05,0.9216,0.7939,medium,chhattisgarh,chhattisgarh__korba,04,zaid,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0627802690582959,0.0,0.273542600896861,0.0,0.0358744394618834,0.0,0.0,0.0,0.0,0.1614349775784753,0.0,0.0,0.0,0.358744394618834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0538116591928251,0.0403587443946188,0.0,0.0,0.0134529147982062,0.0
Mahasamund,Chhattisgarh,chhattisgarh__mahasamund,2021-12,17.463225806451614,72.272650296,77.44096774193548,93.80841503750948,20.4,20.066666666666663,51.82240049,28,21.373000000000005,0.771564041,7.2,269.71,17.23,227.35,low,medium,medium,67.57,0.7729,0.679,medium,chhattisgarh,chhattisgarh__mahasamund,12,rabi,0,0,0,1.0,1.0,0.0,0.0,0.0,0.2416918429003021,0.0,0.0,0.0,0.0,0.0,0.0,0.0120845921450151,0.0,0.3716012084592145,0.0,0.0,0.1178247734138972,0.0,0.0,0.0,0.0181268882175226,0.0,0.0,0.0,0.1148036253776435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0362537764350453,0.0,0.0090634441087613,0.0,0.0,0.0785498489425981,0.0
Narayanpur,Chhattisgarh,chhattisgarh__narayanpur,2020-07,25.66225806451613,0.0,86.40774193548386,0.0,26.99,26.795,0.0,31,27.286000000000005,0.0,5.9,390.5,18.27,186.6,medium,medium,medium,71.36,0.8048,0.773,medium,chhattisgarh,chhattisgarh__narayanpur,07,kharif,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0909090909090909,0.4545454545454545,0.0,0.0,0.0,0.0
Raigarh,Chhattisgarh,chhattisgarh__raigarh,2020-07,27.64612903225806,26.389155021,84.52064516129033,6.917139860601996,29.05,28.923333333333336,10.46894613,13,29.119000000000003,0.0,7.2,293.69,16.7,244.62,medium,medium,medium,69.65,0.664,0.6924,medium,chhattisgarh,chhattisgarh__raigarh,07,kharif,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0061683599419448,0.0,0.0,0.0504354136429608,0.0,0.0,0.0,0.0283018867924528,0.0,0.1734397677793904,0.0,0.02322206095791,0.1048621190130624,0.0,0.0,0.0,0.0003628447024673,0.0,0.0,0.0,0.1494920174165457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0533381712626995,0.3544992743105951,0.0203193033381712,0.0,0.0,0.0355587808417997,0.0
Rajnandgaon,Chhattisgarh,chhattisgarh__rajnandgaon,2022-07,26.58709677419356,29.80982998,87.85548387096776,14.397762245017358,28.64,28.3,18.82173778,27,32.251333333333335,22.4739733713,6.9,279.09,17.27,223.32,low,medium,medium,70.67,0.7681,0.7413,medium,chhattisgarh,chhattisgarh__rajnandgaon,07,kharif,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0804146819837489,0.0,0.0,0.0,0.0,0.0,0.0,0.0173718128327262,0.7817315774726813,0.047352199495657,0.0,0.0005603810591202,0.0008405715886803,0.0,0.0,0.0,0.0156906696553656,0.0,0.0,0.0,0.0145699075371252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0305407677220509,0.0067245727094424,0.0011207621182404,0.0,0.0,0.0030820958251611,0.0
North Goa,Goa,goa__north goa,2018-07,26.63258064516129,986.957148808,88.40096774193546,733.2683082684014,27.37,27.21333333333333,95.3946083,2,27.907333333333334,122.854403295,5.7,404.02,18.39,199.18,medium,medium,medium,71.21,0.3698,0.7545,medium,goa,goa__north goa,07,kharif,0,0,0,1.0,1.0,0.0,0.0095146790152488,0.0,0.0169672412857478,0.0052095580919993,0.0,0.6732449396740409,0.0,0.1699256552647287,0.0011938570627498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192464229509975,0.0,0.0,0.031311614782121,0.0058969303402492,0.063401045529367,0.0008863484253748,0.0,0.0,0.0,0.0,0.0,0.0,0.0024781578423746,0.0,0.0007235497349999,0.0,0.0,0.0,0.0
North Goa,Goa,goa__north goa,2019-05,29.31354838709678,1.484981906,71.33645161290322,0.0265029889820141,30.21,29.906666666666663,0.738926179,31,29.355333333333327,4.055767284,5.7,404.02,18.39,199.18,medium,medium,medium,71.21,0.839,0.7337,medium,goa,goa__north goa,05,zaid,0,0,0,1.0,1.0,0.0,0.0095146790152488,0.0,0.0169672412857478,0.0052095580919993,0.0,0.6732449396740409,0.0,0.1699256552647287,0.0011938570627498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192464229509975,0.0,0.0,0.031311614782121,0.0058969303402492,0.063401045529367,0.0008863484253748,0.0,0.0,0.0,0.0,0.0,0.0,0.0024781578423746,0.0,0.0007235497349999,0.0,0.0,0.0,0.0
North Goa,Goa,goa__north goa,2021-05,29.483225806451618,355.10317186500004,76.56645161290322,986.2490635635792,30.96,30.81,176.7870165,11,29.879,10.484681229,5.7,404.02,18.39,199.18,medium,medium,medium,71.21,0.5986,0.74,medium,goa,goa__north goa,05,zaid,0,0,0,1.0,1.0,0.0,0.0113546342751518,0.0,0.0200686559281753,0.0060530966261095,0.0,0.7597245637911072,0.0,0.1952022099896406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056265361256119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009953078344945,0.0,0.0009749954297089,0.0,0.0,0.0,0.0
North Goa,Goa,goa__north goa,2021-11,27.13133333333333,192.900002942,80.46566666666668,128.4217498349412,28.12,27.913333333333338,46.33702902,8,27.396451612903228,240.099548685,5.7,404.02,18.39,199.18,medium,medium,medium,71.21,0.5939,0.7448,medium,goa,goa__north goa,11,rabi,0,0,0,1.0,1.0,0.0,0.0114120943833001,0.0,0.0199407058441294,0.006051252893636,0.0,0.7600617309020022,0.0,0.1952645900174633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005543597449539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007310238394996,0.0,0.00099500467043,0.0,0.0,0.0,0.0
South Goa,Goa,goa__south goa,2018-07,24.59225806451613,820.8459336650002,92.59774193548388,471.1320803720524,24.93,24.820000000000004,94.16455775,1,25.676,143.96965864499998,6.3,414.68,20.04,199.08,medium,medium,medium,79.33,0.3735,0.8731,medium,goa,goa__south goa,07,kharif,0,0,0,1.0,1.0,0.0,0.0254206042729901,0.0,0.0285836260260415,0.0108862282420972,0.0,0.3725379853685988,0.0,0.3296334387673917,0.002619680593018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0763976481089787,0.0,0.0,0.0439912289212737,0.0099935963363281,0.0799487706906254,0.0051229309374575,0.0,0.0,0.0,0.0,0.0,0.0,0.0145731861137523,0.0,0.0002910756214464,0.0,0.0,0.0,0.0
South Goa,Goa,goa__south goa,2019-01,23.456774193548394,0.0,52.8241935483871,0.0,24.82,24.52666666666667,0.0,31,23.57709677419355,3.53496592,6.3,414.68,20.04,199.08,medium,medium,medium,79.33,0.8532,0.8246,medium,goa,goa__south goa,01,rabi,0,0,0,1.0,1.0,0.0,0.0254206042729901,0.0,0.0285836260260415,0.0108862282420972,0.0,0.3725379853685988,0.0,0.3296334387673917,0.002619680593018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0763976481089787,0.0,0.0,0.0439912289212737,0.0099935963363281,0.0799487706906254,0.0051229309374575,0.0,0.0,0.0,0.0,0.0,0.0,0.0145731861137523,0.0,0.0002910756214464,0.0,0.0,0.0,0.0
South Goa,Goa,goa__south goa,2019-07,25.103870967741933,1331.2534907139998,93.05129032258064,535.2912442229491,26.05,25.90333333333333,109.2708489,0,27.033,697.20204241,6.3,414.68,20.04,199.08,medium,medium,medium,79.33,0.2643,0.8737,medium,goa,goa__south goa,07,kharif,0,0,0,1.0,1.0,0.0,0.0273036224608017,0.0,0.0286745964316057,0.0106395303931412,0.0,0.3710705182667799,0.0,0.3282227543060168,0.0028384954043407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0763111145439097,0.0,0.0,0.0422298601992739,0.0069900363018459,0.0860044798022708,0.0052328724801112,0.0,0.0,0.0,0.0,0.0,0.0,0.0140959295589711,0.0,0.0003861898509307,0.0,0.0,0.0,0.0
South Goa,Goa,goa__south goa,2020-08,24.741612903225803,0.0,93.38225806451612,0.0,25.37,25.21333333333333,0.0,31,24.80483870967742,1075.503269972,6.3,414.68,20.04,199.08,medium,medium,medium,79.33,0.78,0.8741,medium,goa,goa__south goa,08,kharif,0,0,0,1.0,1.0,0.0,0.0367978077901742,0.0,0.0363084752397729,0.0134566451360344,0.0,0.4753131728322568,0.0,0.416397533763946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088569191622626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012135447249951,0.0,0.0007339988256018,0.0,0.0,0.0,0.0
South Goa,Goa,goa__south goa,2022-07,24.71419354838709,1538.044280721,92.71612903225804,2059.8853274489124,26.67,25.99333333333333,160.7246316,2,25.612,765.222060008,6.3,414.68,20.04,199.08,medium,medium,medium,79.33,0.2407,0.8733,medium,goa,goa__south goa,07,kharif,0,0,0,1.0,1.0,0.0,0.0373527817474005,0.0,0.0367860838712856,0.0138225003695855,0.0,0.4797467106884147,0.0,0.4200216823535209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01148179175085,0.0,0.0007884492189424,0.0,0.0,0.0,0.0
Ahmedabad,Gujarat,gujarat__ahmedabad,2018-07,29.850967741935484,0.0,72.97806451612902,0.0,32.89,32.76666666666667,0.0,31,35.35566666666667,0.0,7.199999999999999,337.3,18.49,196.13,medium,medium,medium,69.06,0.8442,0.723,medium,gujarat,gujarat__ahmedabad,07,kharif,0,0,1,1.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmedabad,Gujarat,gujarat__ahmedabad,2019-07,31.37322580645161,0.0,66.47548387096775,0.0,33.87,33.336666666666666,0.0,31,34.376999999999995,0.0,7.199999999999999,337.3,18.49,196.13,medium,medium,medium,69.06,0.8582,0.715,medium,gujarat,gujarat__ahmedabad,07,kharif,0,0,1,1.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amreli,Gujarat,gujarat__amreli,2022-07,27.173548387096773,0.0,85.26935483870969,0.0,28.26,28.24,0.0,31,31.00066666666667,0.0,7.3,226.23,15.33,198.65,low,medium,medium,60.17,0.8217,0.6342,medium,gujarat,gujarat__amreli,07,kharif,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dang,Gujarat,gujarat__dang,2018-12,21.48354838709677,0.0,27.87032258064516,0.0,24.59,24.413333333333338,0.0,31,26.341666666666672,1.413787498,6.7,342.16,18.2,229.69,medium,medium,medium,76.98,0.901,0.7378,medium,gujarat,gujarat__dang,12,rabi,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dang,Gujarat,gujarat__dang,2019-04,31.34133333333333,0.0,35.75566666666667,0.0,35.93,35.26,0.0,30,26.957419354838706,0.0,6.7,342.16,18.2,229.69,medium,medium,medium,76.98,0.9021,0.7475,medium,gujarat,gujarat__dang,04,zaid,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dang,Gujarat,gujarat__dang,2020-06,27.654000000000003,0.0,79.29566666666666,0.0,30.91,30.91,0.0,30,32.66193548387097,0.0,6.7,342.16,18.2,229.69,medium,medium,medium,76.98,0.8118,0.8006,medium,gujarat,gujarat__dang,06,kharif,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kheda,Gujarat,gujarat__kheda,2019-08,27.333225806451612,249.141828493,87.65354838709676,859.772228563053,28.42,28.02,162.0740277,9,30.72806451612903,7.726776003999999,7.4,236.59,15.72,201.18,low,medium,medium,60.24,0.5901,0.6314,medium,gujarat,gujarat__kheda,08,kharif,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01547089537807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98452910462193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valsad,Gujarat,gujarat__valsad,2021-05,30.923870967741934,61.886190103,62.5,116.50076007888607,35.75,34.470000000000006,61.11028317,18,30.738666666666667,0.0,7.0,327.54,16.99,208.75,medium,medium,medium,70.25,0.7508,0.7171,medium,gujarat,gujarat__valsad,05,zaid,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0320574162679425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9679425837320574,0.0,0.0,0.0,0.0,0.0,0.0
Valsad,Gujarat,gujarat__valsad,2021-12,21.79129032258064,71.79108303,69.27129032258065,160.89364004017753,23.48,22.97333333333333,71.79108303,29,24.752666666666663,0.0,7.0,327.54,16.99,208.75,medium,medium,medium,70.25,0.7996,0.7254,medium,gujarat,gujarat__valsad,12,rabi,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0367899008115419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.963210099188458,0.0,0.0,0.0,0.0,0.0,0.0
Ambala,Haryana,haryana__ambala,2018-07,29.083225806451612,0.0,77.80225806451612,0.0,32.21,31.67333333333333,0.0,31,32.913,0.0,7.790000000000001,337.3,18.49,196.13,medium,medium,medium,63.16,0.8404,0.6421,medium,haryana,haryana__ambala,07,kharif,0,0,1,1.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044271676924738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184645286686103,0.0,0.0,0.0,0.0,0.1889644746787603,0.0,0.0,0.0,0.0,0.0,0.6208832739444984,0.0,0.0,0.0,0.0,0.0010797969981643,0.0
Karnal,Haryana,haryana__karnal,2018-08,29.01290322580645,158.659597559,78.61290322580646,252.53516163330727,30.22,29.996666666666663,81.77045341,13,31.03032258064516,18.455162768,8.0,286.97,15.63,197.55,medium,medium,medium,56.08,0.6654,0.5561,medium,haryana,haryana__karnal,08,kharif,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027367268746579,0.0,0.0,0.0,0.0514960773581463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10034665207079,0.0,0.0,0.0,0.0,0.2371829958036854,0.0,0.0,0.0,0.0,0.0,0.6066411238825032,0.0,0.0,0.0,0.0,0.0015964240102171,0.0
Mahendragarh,Haryana,haryana__mahendragarh,2021-05,31.856129032258067,50.353092829,35.83451612903225,58.54644764362569,34.24,33.82,43.20236374,18,29.355666666666668,0.019257911,7.8,240.34,14.2,181.9,low,medium,medium,53.17,0.8174,0.4964,medium,haryana,haryana__mahendragarh,05,zaid,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Panchkula,Haryana,haryana__panchkula,2018-11,17.827,0.0,60.55633333333334,0.0,20.92,20.92,0.0,30,21.96935483870968,92.72796298800002,7.0,324.8,18.1,176.2,medium,medium,medium,68.33,0.8348,0.7282,medium,haryana,haryana__panchkula,11,rabi,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026651437273938,0.0,0.0,0.0,0.0085665334094802,0.015610127546164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.440890919474586,0.0,0.0,0.0,0.0,0.4188083000190367,0.0,0.0,0.0,0.0,0.0,0.095183704549781,0.0,0.0,0.0,0.0,0.0182752712735579,0.0
Panchkula,Haryana,haryana__panchkula,2019-04,27.965,0.0,37.142333333333326,0.0,32.6,31.52,0.0,30,18.8441935483871,0.0,7.0,324.8,18.1,176.2,medium,medium,medium,68.33,0.902,0.6996,medium,haryana,haryana__panchkula,04,zaid,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026651437273938,0.0,0.0,0.0,0.0085665334094802,0.015610127546164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.440890919474586,0.0,0.0,0.0,0.0,0.4188083000190367,0.0,0.0,0.0,0.0,0.0,0.095183704549781,0.0,0.0,0.0,0.0,0.0182752712735579,0.0
Panchkula,Haryana,haryana__panchkula,2019-06,35.08633333333333,0.0,30.287666666666663,0.0,38.91,37.97666666666667,0.0,30,31.75032258064516,0.0,7.0,324.8,18.1,176.2,medium,medium,medium,68.33,0.9277,0.6913,medium,haryana,haryana__panchkula,06,kharif,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026651437273938,0.0,0.0,0.0,0.0085665334094802,0.015610127546164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.440890919474586,0.0,0.0,0.0,0.0,0.4188083000190367,0.0,0.0,0.0,0.0,0.0,0.095183704549781,0.0,0.0,0.0,0.0,0.0182752712735579,0.0
Panchkula,Haryana,haryana__panchkula,2022-01,11.762580645161291,72.69259015,72.55225806451614,79.88058787885872,15.36,14.36,37.87115013,13,13.65483870967742,0.0,7.0,324.8,18.1,176.2,medium,medium,medium,68.33,0.6495,0.7429,medium,haryana,haryana__panchkula,01,rabi,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169875424688561,0.0,0.0226500566251415,0.0,0.0113250283125707,0.0,0.0,0.0,0.0016987542468856,0.0,0.0,0.0,0.0,0.0101925254813137,0.0,0.0,0.0,0.0,0.2349943374858437,0.0,0.0,0.0,0.0,0.0,0.6874292185730464,0.0,0.0,0.0,0.0,0.014722536806342,0.0
Bilaspur,Himachal Pradesh,himachal pradesh__bilaspur,2018-07,24.625806451612902,11.273885505,79.97322580645161,3.050158722226949,27.57,27.19,9.877902748,28,27.47533333333333,0.598598034,6.16,337.3,18.49,196.13,medium,medium,medium,72.66,0.79,0.7844,medium,himachal pradesh,himachal pradesh__bilaspur,07,kharif,0,0,1,1.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hamirpur,Himachal Pradesh,himachal pradesh__hamirpur,2018-07,29.754193548387093,0.0,73.0551612903226,0.0,33.45,32.75333333333333,0.0,31,33.47400000000001,0.0,6.3,555.18,23.58,182.22,medium,medium,medium,87.63,0.825,0.9026,medium,himachal pradesh,himachal pradesh__hamirpur,07,kharif,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
